,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
28662,Oxnard Airport,US,45.0,US-CA,Oxnard,OXR,"-119.20700073242, 34.200801849365"
28664,Olga Bay Seaplane Base,US,0.0,US-AK,Olga Bay,KOY,"-154.229995728, 57.161499023400005"
28665,St Marys Municipal Airport,US,1934.0,US-PA,St Marys,STQ,"-78.502601623535, 41.412498474121"
28666,Ozona Municipal Airport,US,2381.0,US-TX,Ozona,OZA,"-101.20300292969, 30.735300064087"
28667,Cairns AAF (Fort Rucker) Air Field,US,301.0,US-AL,Fort Rucker/Ozark,OZR,"-85.71340179, 31.27569962"
28697,SamjiyÅn Airport,KP,4547.0,KP-10,SamjiyÅn,YJS,"128.409834, 41.907132"
28700,Orang Airport,KP,12.0,KP-09,Hoemun-ri,RGO,"129.647555, 41.428538"
28761,Bisbee Municipal Airport,US,4780.0,US-AZ,Bisbee,BSQ,"-109.883003235, 31.3640003204"
28763,Polacca Airport,US,5573.0,US-AZ,Polacca,PXL,"-110.422996521, 35.7916984558"
28764,San Carlos Apache Airport,US,3261.0,US-AZ,Globe,GLB,"-110.666999817, 33.353099823"
28765,Holbrook Municipal Airport,US,5262.0,US-AZ,Holbrook,HBK,"-110.138000488, 34.940700531"
28770,Cochise County Airport,US,4187.0,US-AZ,Willcox,CWX,"-109.8949966, 32.24539948"
28772,Snohomish County (Paine Field) Airport,US,606.0,US-WA,Everett,PAE,"-122.2819977, 47.90629959"
28773,Barkley Regional Airport,US,410.0,US-KY,Paducah,PAH,"-88.7738037109375, 37.06079864501953"
28774,Tyndall Air Force Base,US,17.0,US-FL,Panama City,PAM,"-85.57540130619999, 30.0695991516"
28775,Payson Airport,US,5157.0,US-AZ,Payson,PJB,"-111.33899688721, 34.256801605225"
28776,Palo Alto Airport of Santa Clara County,US,4.0,US-CA,Palo Alto,PAO,"-122.114997864, 37.461101532"
28777,Point Baker Seaplane Base,US,0.0,US-AK,Point Baker,KPB,"-133.623001099, 56.3518981934"
28778,"Pine Bluff Regional Airport, Grider Field",US,206.0,US-AR,Pine Bluff,PBF,"-91.9356, 34.1731"
28779,Plattsburgh International Airport,US,234.0,US-NY,Plattsburgh,PBG,"-73.46810150146484, 44.650901794433594"
28781,Palm Beach International Airport,US,19.0,US-FL,West Palm Beach,PBI,"-80.09559631347656, 26.68320083618164"
28782,Pike County-Hatcher Field,US,1473.0,US-KY,Pikeville,PVL,"-82.56639862, 37.5617981"
28788,Prairie Du Chien Municipal Airport,US,661.0,US-WI,Prairie Du Chien,PCD,"-91.12370300293, 43.019298553467"
28789,DeKalb Peachtree Airport,US,1003.0,US-GA,Atlanta,PDK,"-84.3020019531, 33.8755989075"
28790,Eastern Oregon Regional At Pendleton Airport,US,1497.0,US-OR,Pendleton,PDT,"-118.841003418, 45.695098877"
28791,Portland International Airport,US,31.0,US-OR,Portland,PDX,"-122.5979996, 45.58869934"
28792,Yapsiei Airport,PG,600.0,PG-SAN,,KPE,"141.094166667, -4.6280555555600005"
28795,Pecos Municipal Airport,US,2613.0,US-TX,Pecos,PEQ,"-103.51100158691, 31.382400512695"
28799,Page Municipal Airport,US,4316.0,US-AZ,Page,PGA,"-111.447998, 36.92610168"
28800,Charlotte County Airport,US,26.0,US-FL,Punta Gorda,PGD,"-81.9905014, 26.92020035"
28801,Kirk Field,US,290.0,US-AR,Paragould,PGR,"-90.50779724, 36.06290054"
28802,Pitt Greenville Airport,US,26.0,US-NC,Greenville,PGV,"-77.38529968, 35.6352005"
28804,Harry Clever Field,US,894.0,US-OH,New Philadelphia,PHD,"-81.419700622559, 40.470901489258"
28805,Newport News Williamsburg International Airport,US,42.0,US-VA,Newport News,PHF,"-76.49299622, 37.13190079"
28807,Robert F Swinnie Airport,US,26.0,US-SC,Andrews,ADR,"-79.5261993408, 33.4516983032"
28808,Palm Beach County Glades Airport,US,16.0,US-FL,Pahokee,PHK,"-80.69339752, 26.78499985"
28809,Philadelphia International Airport,US,36.0,US-PA,Philadelphia,PHL,"-75.24109649658203, 39.87189865112305"
28810,St Clair County International Airport,US,650.0,US-MI,Port Huron,PHN,"-82.52890015, 42.9109993"
28811,Philip Airport,US,2207.0,US-SD,Philip,PHP,"-101.59899902344, 44.048599243164"
28812,Henry County Airport,US,580.0,US-TN,Paris,PHT,"-88.38289642330001, 36.338199615499995"
28813,Phoenix Sky Harbor International Airport,US,1135.0,US-AZ,Phoenix,PHX,"-112.01200103759766, 33.43429946899414"
28814,General Wayne A. Downing Peoria International Airport,US,660.0,US-IL,Peoria,PIA,"-89.6932983398, 40.664199829100006"
28815,Hattiesburg Laurel Regional Airport,US,298.0,US-MS,Hattiesburg/Laurel,PIB,"-89.33709716796875, 31.467100143432617"
28816,St Petersburg Clearwater International Airport,US,11.0,US-FL,St Petersburg-Clearwater,PIE,"-82.68740082, 27.91020012"
28817,Pocatello Regional Airport,US,4452.0,US-ID,Pocatello,PIH,"-112.59600067138672, 42.9098014831543"
28819,Harris County Airport,US,902.0,US-GA,Pine Mountain,PIM,"-84.8824005127, 32.8406982422"
28820,Pierre Regional Airport,US,1744.0,US-SD,Pierre,PIR,"-100.2860031, 44.38270187"
28821,Pittsburgh International Airport,US,1203.0,US-PA,Pittsburgh,PIT,"-80.23290253, 40.49150085"
28824,Mid Ohio Valley Regional Airport,US,858.0,US-WV,Parkersburg,PKB,"-81.43920135498047, 39.34510040283203"
28825,Park Rapids Municipal Konshok Field,US,1445.0,US-MN,Park Rapids,PKD,"-95.073095, 46.9006"
28826,Park Falls Municipal Airport,US,1500.0,US-WI,Park Falls,PKF,"-90.42440032959, 45.955001831055"
28828,Kapal Airport,PG,170.0,PG-WPD,Kapal,KPL,"142.823756, -8.630184"
28829,Clinton County Airport,US,371.0,US-NY,Plattsburgh,PLB,"-73.52449798583984, 44.6875"
28831,M. Graham Clark Downtown Airport,US,940.0,US-MO,Branson / Hollister,PLK,"-93.22889709, 36.62590027"
28832,Pellston Regional Airport of Emmet County Airport,US,721.0,US-MI,Pellston,PLN,"-84.79669952, 45.57089996"
28833,St Clair County Airport,US,485.0,US-AL,Pell City,PLR,"-86.249099731445, 33.558799743652"
28835,Pembina Municipal Airport,US,795.0,US-ND,Pembina,PMB,"-97.2407989502, 48.9425010681"
28836,Palmdale Regional/USAF Plant 42 Airport,US,2543.0,US-CA,Palmdale,PMD,"-118.0849991, 34.62939835"
28837,Greater Portsmouth Regional Airport,US,663.0,US-OH,Portsmouth,PMH,"-82.84729766850002, 38.8404998779"
28838,Pompano Beach Airpark,US,19.0,US-FL,Pompano Beach,PPM,"-80.111099243164, 26.247100830078"
28842,Ralph Wenz Field,US,7102.0,US-WY,Pinedale,PWY,"-109.8069992, 42.79550171"
28843,Ponca City Regional Airport,US,1008.0,US-OK,Ponca City,PNC,"-97.09980011, 36.73199844"
28844,Northeast Philadelphia Airport,US,120.0,US-PA,Philadelphia,PNE,"-75.010597, 40.081902"
28846,Princeton Municipal Airport,US,266.0,US-ME,Princeton,PNN,"-67.564399719238, 45.200698852539"
28847,Pensacola Regional Airport,US,121.0,US-FL,Pensacola,PNS,"-87.186599731445, 30.473400115967"
28849,Pope Field,US,217.0,US-NC,Fayetteville,POB,"-79.014503479004, 35.1708984375"
28850,Brackett Field,US,1011.0,US-CA,La Verne,POC,"-117.78199768066, 34.091598510742"
28851,Polk Army Air Field,US,330.0,US-LA,Fort Polk,POE,"-93.1917038, 31.0447998"
28852,Poplar Bluff Municipal Airport,US,331.0,US-MO,Poplar Bluff,POF,"-90.324897766113, 36.773899078369"
28854,Dutchess County Airport,US,165.0,US-NY,Poughkeepsie,POU,"-73.88420104980469, 41.6265983581543"
28856,Powell Municipal Airport,US,5092.0,US-WY,Powell,POY,"-108.79299926758, 44.867198944092"
28857,Perry Lefors Field,US,3245.0,US-TX,Pampa,PPA,"-100.99600219727, 35.612998962402"
28858,Tri-City Airport,US,900.0,US-KS,Parsons,PPF,"-95.5062027, 37.32989883"
28859,La Porte Municipal Airport,US,812.0,US-IN,La Porte,LPO,"-86.73449707030001, 41.5724983215"
28861,Presque Isle International Airport,US,534.0,US-ME,Presque Isle,PQI,"-68.0448, 46.688999"
28862,Trent Lott International Airport,US,17.0,US-MS,Pascagoula,PGL,"-88.529197692871, 30.462799072266"
28864,Port Williams Seaplane Base,US,0.0,US-AK,Port Williams,KPR,"-152.582000732, 58.4901008606"
28865,Paso Robles Municipal Airport,US,840.0,US-CA,Paso Robles,PRB,"-120.6269989, 35.67290115"
28866,Prescott Regional Airport - Ernest A. Love Field,US,5045.0,US-AZ,Prescott,PRC,"-112.419998, 34.654499"
28869,Perry Municipal Airport,US,1013.0,US-IA,Perry,PRO,"-94.15989685, 41.82799911"
28871,Cox Field,US,547.0,US-TX,Paris,PRX,"-95.450798034668, 33.636600494385"
28874,Tri Cities Airport,US,410.0,US-WA,Pasco,PSC,"-119.11900329589844, 46.26470184326172"
28875,Pittsfield Municipal Airport,US,1194.0,US-MA,Pittsfield,PSF,"-73.2929, 42.4268"
28876,New River Valley Airport,US,2105.0,US-VA,Dublin,PSK,"-80.678497314453, 37.137298583984"
28877,Portsmouth International at Pease Airport,US,100.0,US-NH,Portsmouth,PSM,"-70.8233032227, 43.0778999329"
28878,Palestine Municipal Airport,US,423.0,US-TX,Palestine,PSN,"-95.706298828125, 31.779699325562"
28879,Stevens Field,US,7664.0,US-CO,Pagosa Springs,PGO,"-107.0559998, 37.28630066"
28880,Palm Springs International Airport,US,477.0,US-CA,Palm Springs,PSP,"-116.50700378417969, 33.8297004699707"
28881,Palacios Municipal Airport,US,14.0,US-TX,Palacios,PSX,"-96.250999450684, 28.727500915527"
28882,Dinwiddie County Airport,US,193.0,US-VA,Petersburg,PTB,"-77.507400512695, 37.183799743652"
28885,Oakland County International Airport,US,980.0,US-MI,Pontiac,PTK,"-83.420097351074, 42.665500640869"
28886,Harry P Williams Memorial Airport,US,9.0,US-LA,Patterson,PTN,"-91.338996887207, 29.709499359131"
28888,Pratt Regional Airport,US,1953.0,US-KS,Pratt,PTT,"-98.74690247, 37.70159912"
28889,Porterville Municipal Airport,US,442.0,US-CA,Porterville,PTV,"-119.06300354004, 36.029598236084"
28890,Heritage Field,US,309.0,US-PA,Pottstown,PTW,"-75.556702, 40.239601"
28891,Pueblo Memorial Airport,US,4726.0,US-CO,Pueblo,PUB,"-104.49700164794922, 38.289100646972656"
28892,Carbon County Regional/Buck Davis Field,US,5957.0,US-UT,Price,PUC,"-110.7509995, 39.61389923"
28894,Pullman Moscow Regional Airport,US,2556.0,US-WA,Pullman/Moscow,PUW,"-117.110001, 46.7439"
28896,Provincetown Municipal Airport,US,9.0,US-MA,Provincetown,PVC,"-70.2213973999, 42.0718994141"
28897,Theodore Francis Green State Airport,US,55.0,US-RI,Providence,PVD,"-71.420403, 41.732601"
28899,Placerville Airport,US,2585.0,US-CA,Placerville,PVF,"-120.75299835205, 38.724201202393"
28902,Provo Municipal Airport,US,4497.0,US-UT,Provo,PVU,"-111.72299957275, 40.219200134277"
28903,Hale County Airport,US,3374.0,US-TX,Plainview,PVW,"-101.71700286865, 34.168098449707"
28904,Casement Airport,US,699.0,US-OH,Plainesville,PVZ,"-81.21920013430001, 41.73360061649999"
28905,Wiley Post Airport,US,1300.0,US-OK,Oklahoma City,PWA,"-97.64710236, 35.53419876"
28907,Sher-Wood Airport,US,2250.0,US-MT,Plentywood,PWD,"-104.53399658203, 48.790298461914"
28909,Chicago Executive Airport,US,647.0,US-IL,Chicago/Prospect Heights/Wheeling,PWK,"-87.901494, 42.114222"
28910,Portland International Jetport,US,76.0,US-ME,Portland,PWM,"-70.309303, 43.646198"
28911,Bremerton National Airport,US,444.0,US-WA,Bremerton,PWT,"-122.76499938965, 47.490200042725"
28913,Port Bailey Seaplane Base,US,0.0,US-AK,Port Bailey,KPY,"-153.041000366, 57.930099487300005"
28915,Plymouth Municipal Airport,US,148.0,US-MA,Plymouth,PYM,"-70.728798, 41.909"
28920,Akutan Seaplane Base,US,,US-AK,Akutan,KQA,"-165.778895617, 54.1337704415"
28921,Kol Airport,PG,5350.0,PG-JI,Kol,KQL,"144.846, -5.73116666667"
28939,Chuja Port Heliport,KR,,KR-49,"Chuja, Hachâuja-do (Chujado Islands)",JCJ,"126.324899, 33.941188"
29974,John H Batten Airport,US,674.0,US-WI,Racine,RAC,"-87.8152008057, 42.7606010437"
29975,Riverside Municipal Airport,US,819.0,US-CA,Riverside,RAL,"-117.4449997, 33.95190048"
29976,Rapid City Regional Airport,US,3204.0,US-SD,Rapid City,RAP,"-103.05699920654297, 44.0452995300293"
29979,Dallas Executive Airport,US,660.0,US-TX,Dallas,RBD,"-96.8682022095, 32.6809005737"
29981,Roseburg Regional Airport,US,529.0,US-OR,Roseburg,RBG,"-123.356002808, 43.238800048799995"
29982,Red Bluff Municipal Airport,US,352.0,US-CA,Red Bluff,RBL,"-122.251998901, 40.1506996155"
29985,Lowcountry Regional Airport,US,101.0,US-SC,Walterboro,RBW,"-80.6406021118, 32.921001434299995"
29986,Ellsworth Air Force Base,US,3276.0,US-SD,Rapid City,RCA,"-103.1039963, 44.14500046"
29987,H H Coffield Regional Airport,US,474.0,US-TX,Rockdale,RCK,"-96.9897003174, 30.6315994263"
29990,Fulton County Airport,US,790.0,US-IN,Rochester,RCR,"-86.18170166019999, 41.065601348899996"
29991,Nartron Field,US,1055.0,US-MI,Reed City,RCT,"-85.5167007446, 43.9000015259"
29994,Redding Municipal Airport,US,505.0,US-CA,Redding,RDD,"-122.2929993, 40.50899887"
29995,Reading Regional Carl A Spaatz Field,US,344.0,US-PA,Reading,RDG,"-75.96520233154297, 40.378501892089844"
29997,Roberts Field,US,3080.0,US-OR,Redmond,RDM,"-121.1500015, 44.2541008"
29998,Grand Forks Air Force Base,US,913.0,US-ND,Grand Forks,RDR,"-97.4011993408, 47.961101532"
29999,Raleigh Durham International Airport,US,435.0,US-NC,Raleigh/Durham,RDU,"-78.7874984741211, 35.877601623535156"
30002,Rome State Airport,US,4053.0,US-OR,Rome,REO,"-117.885002136, 42.5777015686"
30003,Chicago Rockford International Airport,US,742.0,US-IL,Chicago/Rockford,RFD,"-89.09719848632812, 42.19540023803711"
30007,Rhinelander Oneida County Airport,US,1624.0,US-WI,Rhinelander,RHI,"-89.46749877929688, 45.63119888305664"
30009,Reid-Hillview Airport of Santa Clara County,US,135.0,US-CA,San Jose,RHV,"-121.819000244, 37.332901001"
30010,Richmond International Airport,US,167.0,US-VA,Richmond,RIC,"-77.3197021484375, 37.50519943237305"
30014,Garfield County Regional Airport,US,5548.0,US-CO,Rifle,RIL,"-107.726997, 39.526299"
30017,March ARB Airport,US,1536.0,US-CA,Riverside,RIV,"-117.259003, 33.880699"
30018,Riverton Regional Airport,US,5525.0,US-WY,Riverton,RIW,"-108.459999084, 43.064201355"
30019,Karawari Airstrip,PG,70.0,PG-ESW,Amboin,KRJ,"143.5225, -4.59666666667"
30022,Knox County Regional Airport,US,56.0,US-ME,Rockland,RKD,"-69.09919739, 44.06010056"
30023,Aransas County Airport,US,24.0,US-TX,Rockport,RKP,"-97.0446014404, 28.0867996216"
30025,Southwest Wyoming Regional Airport,US,6764.0,US-WY,Rock Springs,RKS,"-109.065001, 41.5942"
30026,Rockwood Municipal Airport,US,1664.0,US-TN,Rockwood,RKW,"-84.6896972656, 35.9222984314"
30028,Griffiss International Airport,US,504.0,US-NY,Rome,RME,"-75.40699768, 43.23379898"
30029,Richard B Russell Airport,US,644.0,US-GA,Rome,RMG,"-85.15799713130001, 34.3506011963"
30032,Warren County Memorial Airport,US,1032.0,US-TN,Mc Minnville,RNC,"-85.84380341, 35.69869995"
30033,Randolph Air Force Base,US,761.0,US-TX,Universal City,RND,"-98.27890015, 29.52969933"
30036,Reno Tahoe International Airport,US,4415.0,US-NV,Reno,RNO,"-119.76799774169922, 39.49909973144531"
30038,Renton Municipal Airport,US,32.0,US-WA,Renton,RNT,"-122.216003418, 47.4930992126"
30040,RoanokeâBlacksburg Regional Airport,US,1175.0,US-VA,Roanoke,ROA,"-79.975403, 37.3255"
30041,Greater Rochester International Airport,US,559.0,US-NY,Rochester,ROC,"-77.67240142822266, 43.118900299072266"
30042,Rogers Municipal Airport-Carter Field,US,1359.0,US-AR,Rogers,ROG,"-94.10690308, 36.37229919"
30044,Roswell International Air Center Airport,US,3671.0,US-NM,Roswell,ROW,"-104.53099822998047, 33.30160140991211"
30045,Roseau Municipal Rudy Billberg Field,US,1060.0,US-MN,Roseau,ROX,"-95.6969986, 48.85599899"
30047,hln,US,1109.0,US-WI,Rice Lake,RIE,"-91.77349854, 45.41899872"
30050,Roundup Airport,US,3500.0,US-MT,Roundup,RPX,"-108.541497, 46.475095"
30051,Roben Hood Airport,US,990.0,US-MI,Big Rapids,WBR,"-85.50409698490002, 43.7225990295"
30053,El Reno Regional Airport,US,1420.0,US-OK,El Reno,RQO,"-98.00579834, 35.47269821"
30054,Merrill Municipal Airport,US,1318.0,US-WI,Merrill,RRL,"-89.7128982544, 45.1988983154"
30056,Warroad International Memorial Airport,US,1076.0,US-MN,Warroad,RRT,"-95.3483963, 48.94139862"
30057,Russell Municipal Airport,US,1862.0,US-KS,Russell,RSL,"-98.811798095703, 38.872100830078"
30058,Ruston Regional Airport,US,311.0,US-LA,Ruston,RSN,"-92.591697692871, 32.514400482178"
30059,Rochester International Airport,US,1317.0,US-MN,Rochester,RST,"-92.5, 43.90829849243164"
30061,Southwest Florida International Airport,US,30.0,US-FL,Fort Myers,RSW,"-81.75520324707031, 26.53619956970215"
30062,Raton Municipal-Crews Field,US,6352.0,US-NM,Raton,RTN,"-104.5019989, 36.74150085"
30063,Kerau Airport,PG,7360.0,PG-CPM,Gunim,KRU,"147.071899, -8.271612"
30066,Mid-Carolina Regional Airport,US,772.0,US-NC,Salisbury,SRW,"-80.520302, 35.645901"
30067,Rutland - Southern Vermont Regional Airport,US,787.0,US-VT,Rutland,RUT,"-72.94960022, 43.52939987"
30069,Mifflin County Airport,US,819.0,US-PA,Reedsville,RED,"-77.6268005371, 40.6773986816"
30071,Richard Lloyd Jones Jr Airport,US,638.0,US-OK,Tulsa,RVS,"-95.984596252441, 36.039600372314"
30072,Redwood Falls Municipal Airport,US,1024.0,US-MN,Redwood Falls,RWF,"-95.08229828, 44.54719925"
30073,Rocky Mount Wilson Regional Airport,US,159.0,US-NC,Rocky Mount,RWI,"-77.89189910888672, 35.856300354003906"
30074,Rawlins Municipal Airport/Harvey Field,US,6813.0,US-WY,Rawlins,RWL,"-107.1999969, 41.80559921"
30077,Rexburg Madison County Airport,US,4858.0,US-ID,Rexburg,RXE,"-111.805002, 43.8339"
30083,Jasper County Airport,US,698.0,US-IN,Rensselaer,RNZ,"-87.1826019287, 40.9478988647"
30087,Halifax County Airport,US,256.0,US-NC,Roanoke Rapids,RZZ,"-77.7092971802, 36.4394989014"
30089,Ashland Municipal Sumner Parker Field,US,1885.0,US-OR,Ashland,AHM,"-122.661003113, 42.190299987799996"
30090,Bandon State Airport,US,122.0,US-OR,Bandon,BDY,"-124.4079971, 43.08649826"
30096,Sunriver Airport,US,4164.0,US-OR,Sunriver,SUO,"-121.45300293, 43.8763008118"
30102,Madras Municipal Airport,US,2437.0,US-OR,Madras,MDJ,"-121.1549988, 44.67020035"
30105,Prineville Airport,US,3250.0,US-OR,Prineville,PRZ,"-120.90399932861, 44.286998748779"
30122,Idaho County Airport,US,3314.0,US-ID,Grangeville,IDH,"-116.123001, 45.9426"
30130,Vista Field,US,534.0,US-WA,Kennewick,VSK,"-119.209999084, 46.2186012268"
30131,Shively Field,US,7012.0,US-WY,Saratoga,SAA,"-106.823997, 41.444901"
30132,Sacramento Executive Airport,US,24.0,US-CA,Sacramento,SAC,"-121.492996216, 38.5125007629"
30133,Safford Regional Airport,US,3179.0,US-AZ,Safford,SAD,"-109.6350021, 32.85480118"
30134,Santa Fe Municipal Airport,US,6348.0,US-NM,Santa Fe,SAF,"-106.088996887, 35.617099762"
30135,San Diego International Airport,US,17.0,US-CA,San Diego,SAN,"-117.190002441, 32.7336006165"
30136,Sparta Community Hunter Field,US,538.0,US-IL,Sparta,SAR,"-89.6986999512, 38.1488990784"
30137,San Antonio International Airport,US,809.0,US-TX,San Antonio,SAT,"-98.46980285644531, 29.533700942993164"
30138,Savannah Hilton Head International Airport,US,50.0,US-GA,Savannah,SAV,"-81.20210266, 32.12760162"
30139,Sawyer International Airport,US,1221.0,US-MI,Marquette,MQT,"-87.395401001, 46.353599548300004"
30141,Santa Barbara Municipal Airport,US,13.0,US-CA,Santa Barbara,SBA,"-119.8399963, 34.42620087"
30142,San Bernardino International Airport,US,1159.0,US-CA,San Bernardino,SBD,"-117.23500061, 34.0954017639"
30143,Sheboygan County Memorial Airport,US,755.0,US-WI,Sheboygan,SBM,"-87.85140228, 43.76959991"
30144,South Bend Regional Airport,US,799.0,US-IN,South Bend,SBN,"-86.31729888916016, 41.70869827270508"
30146,San Luis County Regional Airport,US,212.0,US-CA,San Luis Obispo,SBP,"-120.641998291, 35.236801147499996"
30147,Steamboat Springs Bob Adams Field,US,6882.0,US-CO,Steamboat Springs,SBS,"-106.8659973, 40.5163002"
30149,Shelby Airport,US,3443.0,US-MT,Shelby,SBX,"-111.871002197, 48.5406990051"
30150,Salisbury Ocean City Wicomico Regional Airport,US,52.0,US-MD,Salisbury,SBY,"-75.51029968261719, 38.34049987792969"
30151,Scribner State Airport,US,1325.0,US-NE,Scribner,SCB,"-96.629898071289, 41.610298156738"
30153,Schenectady County Airport,US,378.0,US-NY,Schenectady,SCH,"-73.928901672363, 42.852500915527"
30154,Stockton Metropolitan Airport,US,33.0,US-CA,Stockton,SCK,"-121.2379989624, 37.894199371338"
30158,Louisville International Standiford Field,US,501.0,US-KY,Louisville,SDF,"-85.736, 38.1744"
30159,Scottsdale Airport,US,1510.0,US-AZ,Scottsdale,SCF,"-111.91100311279, 33.622898101807"
30160,Brown Field Municipal Airport,US,526.0,US-CA,San Diego,SDM,"-116.98000335693, 32.572299957275"
30161,Sidney - Richland Regional Airport,US,1985.0,US-MT,Sidney,SDY,"-104.193001, 47.706902"
30162,Seattle Tacoma International Airport,US,433.0,US-WA,Seattle,SEA,"-122.308998, 47.449001"
30163,Gillespie Field,US,388.0,US-CA,San Diego/El Cajon,SEE,"-116.97200012207, 32.826198577881"
30164,Sebring Regional Airport,US,62.0,US-FL,Sebring,SEF,"-81.3423996, 27.45639992"
30165,Penn Valley Airport,US,450.0,US-PA,Selinsgrove,SEG,"-76.863899230957, 40.820598602295"
30166,Craig Field,US,166.0,US-AL,Selma,SEM,"-86.987800598145, 32.343898773193"
30167,Stephenville Clark Regional Airport,US,1321.0,US-TX,Stephenville,SEP,"-98.177696228027, 32.215301513672"
30169,Freeman Municipal Airport,US,583.0,US-IN,Seymour,SER,"-85.907402038574, 38.923599243164"
30171,Sedona Airport,US,4830.0,US-AZ,Sedona,SDX,"-111.78800201416, 34.848598480225"
30172,Orlando Sanford International Airport,US,55.0,US-FL,Orlando,SFB,"-81.23750305175781, 28.777599334716797"
30173,Felts Field,US,1953.0,US-WA,Spokane,SFF,"-117.32299804688, 47.682800292969"
30174,Sanford Seacoast Regional Airport,US,244.0,US-ME,Sanford,SFM,"-70.708000183105, 43.393901824951"
30175,San Francisco International Airport,US,13.0,US-CA,San Francisco,SFO,"-122.375, 37.61899948120117"
30178,North Central State Airport,US,441.0,US-RI,Pawtucket,SFZ,"-71.49140167239999, 41.9207992554"
30179,Kisengam Airport,PG,3700.0,PG-MPL,Kisenden,KSG,"146.71, -6.362"
30180,Springfield Branson National Airport,US,1268.0,US-MO,Springfield,SGF,"-93.38860321, 37.24570084"
30181,Springfield-Beckley Municipal Airport,US,1051.0,US-OH,Springfield,SGH,"-83.840202331543, 39.840301513672"
30182,Northeast Florida Regional Airport,US,10.0,US-FL,St Augustine,UST,"-81.339798, 29.9592"
30183,Sugar Land Regional Airport,US,82.0,US-TX,Houston,SGR,"-95.65650177002, 29.622299194336"
30185,Stuttgart Municipal Airport / Carl Humphrey Field,US,224.0,US-AR,Stuttgart,SGT,"-91.574997, 34.599499"
30186,St George Municipal Airport,US,2941.0,US-UT,St George,SGU,"-113.510306, 37.036389"
30187,Shenandoah Valley Regional Airport,US,1201.0,US-VA,Staunton/Waynesboro/Harrisonburg,SHD,"-78.8964004517, 38.2638015747"
30189,Sanderson Field,US,273.0,US-WA,Shelton,SHN,"-123.14800262451, 47.233600616455"
30190,Sheridan County Airport,US,4021.0,US-WY,Sheridan,SHR,"-106.9800033569336, 44.76919937133789"
30191,Shreveport Regional Airport,US,258.0,US-LA,Shreveport,SHV,"-93.8256, 32.446602"
30193,Sikeston Memorial Municipal Airport,US,315.0,US-MO,Sikeston,SIK,"-89.561798095703, 36.898899078369"
30194,Sullivan County Airport,US,540.0,US-IN,Monticello,SIV,"-87.448303222656, 39.114700317383"
30196,Norman Y. Mineta San Jose International Airport,US,62.0,US-CA,San Jose,SJC,"-121.929001, 37.362598"
30197,St Johns Industrial Air Park,US,5737.0,US-AZ,St Johns,SJN,"-109.3789978, 34.51860046"
30198,San Angelo Regional Mathis Field,US,1919.0,US-TX,San Angelo,SJT,"-100.49600219726562, 31.35770034790039"
30200,Fairchild Air Force Base,US,2461.0,US-WA,Spokane,SKA,"-117.65599823, 47.6151008606"
30201,Lackland Air Force Base,US,691.0,US-TX,San Antonio,SKF,"-98.58110046, 29.38419914"
30203,Taos Regional Airport,US,7095.0,US-NM,Taos,TSM,"-105.6719971, 36.45819855"
30204,Griffing Sandusky Airport,US,580.0,US-OH,Sandusky,SKY,"-82.6522979736, 41.4333992004"
30205,Storm Lake Municipal Airport,US,1488.0,US-IA,Storm Lake,SLB,"-95.24069976810001, 42.5973014832"
30206,Salt Lake City International Airport,US,4227.0,US-UT,Salt Lake City,SLC,"-111.97799682617188, 40.78839874267578"
30207,Salem Municipal Airport/McNary Field,US,214.0,US-OR,Salem,SLE,"-123.0029984, 44.90950012"
30208,Smith Field,US,1191.0,US-AR,Siloam Springs,SLG,"-94.48999786, 36.19189835"
30212,Adirondack Regional Airport,US,1663.0,US-NY,Saranac Lake,SLK,"-74.2061996459961, 44.38529968261719"
30213,Salina Municipal Airport,US,1288.0,US-KS,Salina,SLN,"-97.6521987915039, 38.79100036621094"
30214,Salem Leckrone Airport,US,573.0,US-IL,Salem,SLO,"-88.964202880859, 38.64289855957"
30215,Sulphur Springs Municipal Airport,US,489.0,US-TX,Sulphur Springs,SLR,"-95.621101379395, 33.159801483154"
30216,Smith Field,US,835.0,US-IN,Fort Wayne,SMD,"-85.15280151, 41.14339828"
30217,Lake Cumberland Regional Airport,US,927.0,US-KY,Somerset,SME,"-84.6158981323, 37.053398132299996"
30218,Sacramento International Airport,US,27.0,US-CA,Sacramento,SMF,"-121.59100341796875, 38.69540023803711"
30219,Lemhi County Airport,US,4043.0,US-ID,Salmon,SMN,"-113.880996704, 45.1237983704"
30220,Santa Monica Municipal Airport,US,170.0,US-CA,Santa Monica,SMO,"-118.450996, 34.0158"
30222,Sumter Airport,US,182.0,US-SC,Sumter,SUM,"-80.361297607422, 33.994998931885"
30223,Santa Maria Pub/Capt G Allan Hancock Field,US,261.0,US-CA,Santa Maria,SMX,"-120.4570007, 34.89889908"
30224,John Wayne Airport-Orange County Airport,US,56.0,US-CA,Santa Ana,SNA,"-117.8679962, 33.67570114"
30227,Winston Field,US,2430.0,US-TX,Snyder,SNK,"-100.94999694824, 32.69340133667"
30228,Shawnee Regional Airport,US,1073.0,US-OK,Shawnee,SNL,"-96.942802429199, 35.357898712158"
